Application mode;Course;Tuition fees up to date;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Output
1;15;1;19;6;5;45702;6;6;1,45714E+16;Graduate
1;12;1;18;8;7;1,38143E+16;8;7;1,38143E+16;Graduate
8;11;1;20;6;4;45962;6;6;45787;Enrolled
1;14;1;18;6;6;45791;6;6;1,36667E+16;Graduate
1;14;1;19;6;0;0.0;6;0;0.0;Dropout
12;12;1;36;7;6;45727;7;6;45727;Graduate
14;13;1;18;2;0;0.0;4;1;16.0;Enrolled
14;8;1;18;5;1;12.0;5;3;12.0;Enrolled
8;12;1;19;8;7;45728;8;7;45728;Graduate
1;12;1;18;8;7;1,26943E+16;8;7;1,26943E+16;Graduate
8;14;1;18;5;4;11.0;5;4;11.0;Graduate
1;10;1;19;6;6;13.0;6;6;1,41667E+16;Graduate
1;12;1;19;7;7;144125;8;8;45793;Graduate
1;12;1;18;7;7;1292875;8;8;140625;Dropout
1;15;1;20;6;6;1,33333E+16;6;5;45881;Graduate
1;11;1;20;6;5;45881;6;5;45881;Enrolled
9;12;1;20;8;7;1,44029E+16;8;7;1,44029E+16;Graduate
1;12;1;18;8;7;1,33814E+16;8;7;1,33814E+16;Graduate
1;12;1;18;7;7;1413125;8;8;1398375;Graduate
8;6;1;19;5;5;1,17143E+16;5;5;45820;Graduate
1;9;1;19;5;5;45880;5;4;45962;Enrolled
12;3;1;44;6;6;1,11667E+16;6;2;11.0;Graduate
4;4;1;32;6;0;0.0;6;0;0.0;Dropout
14;16;1;22;6;5;45821;6;5;12.0;Dropout
12;4;1;36;12;12;1,38462E+16;12;11;1,40909E+16;Graduate
8;15;1;18;6;6;45789;6;6;1,33333E+16;Graduate
1;8;1;20;5;5;45763;5;5;45822;Graduate
16;5;1;20;11;11;1,38182E+16;11;11;1,34545E+16;Graduate
8;10;1;19;6;5;45818;6;4;45787;Graduate
12;9;1;24;5;5;45698;5;5;45700;Graduate
8;10;1;20;6;5;45818;6;4;45757;Enrolled
14;3;1;27;10;9;1,14444E+16;11;5;45879;Dropout
1;16;1;20;6;5;1,43333E+16;8;8;12625;Enrolled
14;10;1;23;16;16;13.0;13;13;1,32667E+16;Graduate
1;12;1;18;8;8;13.31;8;8;13.31;Graduate
8;10;1;18;6;5;1,05714E+16;6;5;45700;Graduate
8;12;1;20;8;7;1,34871E+16;8;7;1,34871E+16;Graduate
1;11;1;20;6;6;1,23333E+16;6;6;1,18333E+16;Graduate
1;14;1;23;6;6;11875;6;5;1,28333E+16;Dropout
1;12;1;20;7;6;1,39667E+16;7;6;1,39667E+16;Graduate
12;11;0;28;5;0;0.0;5;0;0.0;Dropout
1;14;1;21;5;4;45788;5;5;45881;Graduate
1;13;1;21;2;2;45789;7;0;0.0;Dropout
4;12;1;28;7;0;0.0;8;0;0.0;Dropout
1;12;1;18;7;6;36100;8;7;13225;Graduate
8;10;1;21;6;5;45701;6;5;45880;Enrolled
1;12;1;19;7;6;1,16143E+16;8;8;140375;Graduate
9;12;1;18;8;7;1,43143E+16;8;7;1,43143E+16;Graduate
1;12;1;19;7;0;0.0;8;0;0.0;Dropout
15;6;1;20;6;6;1,26667E+16;6;2;13.0;Enrolled
1;12;1;20;7;6;1,27667E+16;8;7;1,21286E+16;Graduate
8;16;1;18;6;6;1,26667E+16;6;5;45700;Graduate
14;14;1;20;6;6;45788;6;4;1,05714E+16;Dropout
12;14;1;31;6;5;45758;6;4;27699;Dropout
8;12;1;19;7;7;1470625;8;8;144775;Graduate
1;12;1;19;7;6;1,18143E+16;8;7;1,35429E+16;Graduate
1;5;1;23;6;6;13.0;6;6;11875;Graduate
1;14;1;19;6;6;1,48571E+16;6;6;1,33333E+16;Graduate
1;12;1;20;7;6;45820;7;6;45820;Graduate
1;6;1;22;6;5;1,33333E+16;6;4;45758;Enrolled
1;16;1;18;7;6;1,06667E+16;7;6;1,28333E+16;Enrolled
4;8;0;27;5;2;45788;5;1;11.0;Dropout
12;13;1;29;7;1;10.0;7;0;0.0;Dropout
8;11;1;18;6;5;45880;6;5;45700;Graduate
8;5;1;18;6;5;45880;6;6;1,26667E+16;Graduate
8;12;1;18;8;8;1277125;8;8;1277125;Graduate
8;6;1;20;5;3;1,13333E+16;5;5;45820;Enrolled
8;11;1;18;6;6;1,26667E+16;6;5;45822;Graduate
1;5;0;18;6;5;45700;6;4;1,08333E+16;Enrolled
4;6;0;28;5;1;12.0;4;0;0.0;Dropout
1;12;1;18;8;7;1,17214E+16;8;7;1,17214E+16;Graduate
12;12;1;27;7;4;14.0;7;3;12525;Enrolled
12;1;1;26;7;7;14.75;7;5;45882;Enrolled
1;15;1;18;6;6;1,26667E+16;6;6;1,36667E+16;Graduate
1;8;1;18;5;4;13.0;5;5;14.0;Dropout
1;9;1;21;5;0;0.0;5;0;0.0;Dropout
1;5;1;18;6;4;27668;6;0;0.0;Enrolled
12;3;0;32;5;0;0.0;5;0;0.0;Dropout
12;14;1;28;5;4;45789;5;4;27699;Graduate
12;17;0;40;4;0;0.0;5;0;0.0;Dropout
9;3;0;39;5;0;0.0;4;0;0.0;Dropout
9;10;0;39;6;0;0.0;6;0;0.0;Dropout
12;4;1;50;6;6;45789;6;5;45759;Graduate
8;16;1;23;6;5;45881;6;3;1,16667E+16;Dropout
12;3;1;48;6;1;10.0;6;1;11.0;Dropout
8;16;1;23;6;4;45962;6;5;45698;Dropout
1;12;1;18;8;7;22616;8;7;22616;Graduate
8;8;1;18;5;2;12.0;5;5;45820;Graduate
6;10;0;20;6;5;13.0;6;6;45790;Graduate
9;6;1;18;5;4;12.0;5;5;13.0;Graduate
1;13;1;18;7;4;12.0;8;0;0.0;Dropout
14;7;1;31;5;1;12.0;5;1;11.0;Dropout
12;7;1;24;5;1;12.0;5;3;45787;Enrolled
12;2;1;24;0;0;0.0;0;0;0.0;Graduate
12;9;0;26;5;0;0.0;5;0;0.0;Dropout
1;8;1;18;6;5;13625;6;4;27699;Dropout
8;9;1;19;5;3;1,16667E+16;5;3;1,16667E+16;Enrolled
8;14;1;22;6;0;0.0;6;0;0.0;Dropout
1;12;1;18;8;7;25508;8;7;25508;Graduate
15;5;0;20;6;0;0.0;6;0;0.0;Dropout
15;2;1;25;0;0;0.0;0;0;0.0;Graduate
14;17;1;24;5;4;45788;5;5;1,12857E+16;Graduate
12;7;1;27;5;1;14.0;5;0;0.0;Dropout
8;11;1;21;6;5;11.0;6;5;45759;Graduate
15;4;1;21;6;6;1,28571E+16;6;6;1,31667E+16;Graduate
9;15;1;19;6;4;45789;6;6;1,13333E+16;Dropout
12;12;1;28;7;7;1,45286E+16;8;8;1,50182E+16;Graduate
1;9;1;20;5;5;10.0;5;2;12.0;Enrolled
15;4;1;21;6;6;13.0;6;6;12625;Graduate
1;12;1;18;7;7;1,59571E+16;8;8;1,51889E+16;Graduate
8;7;1;18;5;5;45701;5;5;45820;Enrolled
1;9;1;20;5;4;45698;5;3;11.0;Enrolled
12;7;1;25;5;5;45702;5;2;45790;Enrolled
1;14;1;22;6;6;12625;6;2;45791;Enrolled
1;12;1;18;8;6;1,34967E+16;8;6;1,34967E+16;Enrolled
8;9;1;19;5;5;13.25;5;5;11.0;Graduate
1;7;1;19;5;3;12.0;5;3;12.0;Dropout
12;15;0;25;6;4;13.0;6;4;13.75;Dropout
14;5;1;21;11;9;1,17778E+15;8;3;1,36667E+16;Dropout
8;7;1;19;5;2;11.0;6;0;0.0;Dropout
8;9;1;20;5;0;0.0;5;0;0.0;Dropout
15;4;1;25;14;14;1,24286E+16;9;6;1,08571E+16;Dropout
8;9;1;20;5;3;11.0;5;3;12.0;Enrolled
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
15;11;1;23;6;3;45788;6;3;1,06667E+16;Enrolled
13;12;1;23;8;8;125075;8;8;125075;Graduate
17;4;1;21;12;11;1,20909E+16;12;11;12.0;Graduate
1;8;1;20;5;2;11.0;5;3;1,26667E+16;Enrolled
12;17;1;25;5;1;10.0;5;2;1,13333E+16;Dropout
1;8;1;18;6;6;45790;6;5;45701;Graduate
1;5;1;22;6;6;1,41667E+16;6;6;13625;Graduate
12;14;1;27;6;6;14.0;6;6;1,47143E+16;Graduate
12;4;1;25;3;0;0.0;3;0;0.0;Dropout
8;7;1;18;5;3;1,16667E+16;5;3;1,13333E+16;Dropout
8;6;1;20;5;5;45822;5;5;45702;Graduate
12;4;1;27;6;5;13.0;6;5;45788;Graduate
1;3;1;20;6;6;1,21667E+16;6;6;12.0;Graduate
1;9;1;22;5;0;0.0;5;1;12.0;Dropout
8;7;1;19;5;3;45787;5;3;45879;Dropout
1;9;1;20;5;3;45759;5;5;1,08333E+16;Enrolled
14;2;1;19;0;0;0.0;0;0;0.0;Graduate
12;6;0;29;5;0;0.0;5;0;0.0;Dropout
1;12;1;19;8;7;1,38286E+16;8;7;1,38286E+16;Graduate
12;17;1;28;5;5;45818;5;5;45698;Enrolled
1;10;1;20;6;6;45788;6;6;1,16667E+16;Graduate
1;5;1;20;6;4;45790;6;6;13625;Graduate
12;3;1;31;6;0;0.0;6;0;0.0;Dropout
8;12;1;18;7;7;125375;8;7;1,26143E+16;Graduate
8;14;1;19;6;6;1,48333E+16;6;6;1,32857E+16;Enrolled
1;9;1;18;5;4;12.0;5;4;45881;Graduate
8;11;1;19;6;5;45880;6;5;45819;Graduate
1;9;1;18;5;5;15.0;5;5;45703;Graduate
8;6;1;19;5;3;12.0;5;5;45701;Graduate
8;15;1;18;6;6;1,28333E+16;6;6;1,22857E+16;Graduate
1;11;1;19;6;6;1,16667E+16;6;3;12.0;Graduate
1;13;1;19;7;7;121625;8;8;13825;Graduate
1;14;1;18;6;6;1,38333E+16;6;6;1,45556E+16;Graduate
1;12;1;19;7;4;53297;7;5;45849;Enrolled
15;14;1;20;6;6;12125;6;6;1,35714E+16;Graduate
8;14;1;20;6;5;45760;6;4;13.0;Enrolled
8;4;1;20;6;6;1,33333E+16;6;5;14.0;Enrolled
12;17;1;29;15;11;1,14545E+16;13;11;1,15455E+16;Dropout
8;16;0;20;6;4;12.0;6;3;10.0;Dropout
12;16;0;31;7;6;1,26667E+16;7;5;45820;Dropout
8;14;1;20;6;6;1,26667E+16;6;6;1,37778E+15;Graduate
8;4;1;21;18;18;1,18889E+15;13;13;1,14615E+16;Graduate
4;8;1;23;6;0;0.0;6;0;0.0;Dropout
8;5;0;21;6;4;13.0;6;4;45819;Dropout
4;12;1;24;7;7;1,68857E+16;8;8;1,57444E+16;Graduate
12;3;1;27;6;6;45789;6;6;1,23333E+16;Graduate
1;12;1;18;7;7;1,30556E+16;8;8;158125;Graduate
1;2;0;21;0;0;0.0;0;0;0.0;Dropout
8;8;1;19;5;0;0.0;5;0;0.0;Dropout
1;12;1;19;8;7;1,23557E+16;8;7;1,23557E+16;Graduate
8;6;1;18;6;0;0.0;6;0;0.0;Dropout
14;12;1;18;7;5;36100;7;5;36100;Enrolled
1;16;1;20;7;7;1,38571E+16;7;7;1,25714E+16;Graduate
1;3;1;24;6;5;13.0;6;6;1,41667E+16;Graduate
1;5;1;20;6;6;1,28333E+16;6;6;1,11667E+16;Graduate
8;9;1;20;5;4;11.0;5;5;45701;Enrolled
1;12;1;19;8;7;1,23571E+16;8;7;1,23571E+16;Graduate
1;12;1;18;8;7;1,38571E+16;8;7;1,38571E+16;Graduate
8;10;1;20;6;6;1,23333E+16;6;6;1,06667E+16;Graduate
8;12;1;20;7;7;1,28471E+16;8;8;1,37889E+16;Graduate
8;12;1;19;7;6;1,234E+16;8;8;1301875;Graduate
15;6;1;19;6;5;1,26667E+16;6;4;27699;Enrolled
1;15;1;20;6;6;1,38333E+16;6;6;45789;Graduate
8;9;1;19;5;2;27668;5;2;10.0;Dropout
8;16;1;19;6;4;13.25;6;4;45931;Dropout
8;12;1;18;8;8;1373125;8;8;1373125;Graduate
8;5;1;23;6;6;1,33333E+16;6;3;1,26667E+16;Dropout
1;16;1;21;6;5;12.0;6;5;45879;Dropout
15;3;1;23;9;9;1,08889E+15;8;6;1,13333E+16;Graduate
1;12;1;19;7;7;13025;8;8;1,38111E+16;Graduate
8;15;1;18;6;6;13.0;6;6;1,41667E+16;Graduate
1;15;1;19;6;5;45880;6;5;12.0;Graduate
12;12;1;25;8;7;1,20429E+16;8;7;1,20429E+16;Graduate
1;16;1;19;6;5;45700;6;4;13.0;Enrolled
1;12;1;19;7;7;128375;8;8;45792;Graduate
12;13;1;24;7;7;11.0;8;7;45849;Graduate
1;14;1;18;6;6;45790;6;5;14.0;Graduate
8;10;1;19;6;6;12125;6;6;1,27143E+16;Graduate
1;12;1;18;8;7;1,26286E+15;8;7;1,26286E+15;Graduate
12;17;1;27;5;3;1,06667E+16;5;4;45758;Enrolled
8;10;1;19;6;5;45699;6;5;45819;Graduate
9;15;1;18;6;6;1,26667E+16;6;6;1,18333E+16;Dropout
12;14;0;34;6;4;45790;6;0;0.0;Dropout
1;9;1;18;5;3;1,16667E+16;5;2;11.0;Enrolled
1;9;1;18;5;2;45787;5;3;1,23333E+16;Enrolled
1;12;1;18;8;8;1426875;8;8;1426875;Enrolled
1;15;0;20;6;0;0.0;6;0;0.0;Dropout
1;9;1;19;5;2;45787;5;3;1,33333E+16;Enrolled
1;10;1;21;6;5;45699;6;1;10.0;Enrolled
12;17;1;26;5;5;12.0;5;5;1,48333E+16;Graduate
14;13;1;27;7;7;1,22286E+16;8;8;132125;Graduate
1;14;1;20;5;4;45788;5;4;27668;Graduate
8;10;1;18;6;6;15375;6;6;1,64286E+16;Graduate
17;6;0;23;12;9;1,36667E+16;9;6;45790;Enrolled
12;12;1;24;8;7;1,26143E+16;8;7;1,26143E+16;Graduate
15;10;1;19;6;5;45700;6;6;45788;Graduate
1;15;1;19;6;4;27699;6;4;11.0;Graduate
1;10;1;19;6;5;45758;6;3;10.0;Enrolled
1;10;1;18;6;5;45818;6;2;10.0;Enrolled
16;3;1;22;16;13;1,09231E+16;13;11;1,14545E+16;Graduate
14;5;1;20;6;5;45759;6;5;45759;Graduate
12;4;1;25;6;0;0.0;6;0;0.0;Dropout
15;4;1;21;6;6;1,58333E+16;6;6;45792;Graduate
1;12;1;19;7;5;45880;7;6;1,17083E+16;Enrolled
8;15;1;18;6;6;1,25714E+16;6;6;1,36667E+16;Graduate
1;14;1;18;5;3;12.0;5;4;13.25;Graduate
8;12;1;19;7;7;133625;8;8;1,44444E+16;Graduate
1;6;1;19;5;5;45762;5;5;16.0;Graduate
8;15;0;18;6;5;45700;6;4;27699;Dropout
16;10;1;20;11;11;1,28182E+16;11;11;1,35455E+16;Graduate
8;12;1;19;7;0;0.0;8;0;0.0;Dropout
13;12;1;28;17;17;1,33947E+16;17;17;1,35547E+16;Graduate
1;10;1;20;6;6;14.25;6;6;11.0;Graduate
13;3;1;30;11;9;1,34444E+16;7;7;1,47143E+16;Dropout
1;12;1;19;7;7;1,22857E+16;8;8;117375;Graduate
1;5;1;22;6;6;1,16667E+16;6;5;45701;Graduate
1;11;1;18;6;6;1,21667E+16;6;6;45790;Graduate
8;16;1;23;6;2;10.0;6;2;11.0;Dropout
8;5;1;18;6;6;14.0;6;6;15.0;Graduate
1;16;1;18;6;5;1,18333E+16;6;4;12.0;Enrolled
12;15;0;50;6;1;15.0;5;0;0.0;Dropout
1;2;1;19;0;0;0.0;0;0;0.0;Graduate
8;11;1;22;6;6;1,08333E+16;6;6;1,06667E+16;Graduate
15;10;1;23;6;6;1,31429E+16;6;6;14.0;Graduate
9;6;0;20;5;5;45761;5;5;14.0;Dropout
12;10;0;44;6;0;0.0;6;0;0.0;Dropout
12;4;1;49;12;7;12.0;12;9;1,12222E+15;Graduate
14;17;1;46;10;9;45700;10;10;45881;Graduate
12;6;0;41;3;3;1,23333E+16;2;2;11.0;Dropout
8;12;1;18;7;7;118375;8;8;1248125;Graduate
12;17;1;43;5;5;45880;5;5;14.0;Graduate
12;9;0;70;5;0;0.0;5;0;0.0;Dropout
12;8;1;48;6;0;0.0;6;0;0.0;Dropout
14;4;1;41;19;19;1,26842E+15;13;13;1,23846E+16;Graduate
1;11;1;21;6;6;1,25714E+16;6;4;13.0;Enrolled
12;1;0;35;7;3;45962;7;0;0.0;Dropout
12;8;1;44;5;4;14.0;5;4;45792;Graduate
1;9;1;18;5;4;1,33333E+16;5;2;45790;Dropout
1;3;1;45;6;6;1,36667E+16;6;6;1,36667E+16;Graduate
1;11;1;20;6;3;10.0;6;5;45879;Enrolled
15;4;1;22;6;5;45820;6;6;1,17143E+16;Graduate
14;7;1;39;5;3;1,73333E+16;5;1;17.0;Dropout
15;6;0;20;6;5;45701;6;3;12.0;Enrolled
12;9;1;49;5;3;14.0;5;3;1,36667E+16;Dropout
4;13;1;43;4;4;13875;1;1;45789;Dropout
12;17;1;32;5;0;0.0;5;0;0.0;Dropout
12;10;1;47;9;9;1,31111E+15;7;7;1,48571E+16;Graduate
12;17;1;37;5;5;13.0;5;4;1,33333E+16;Dropout
12;3;1;41;10;10;45789;7;7;1,21429E+16;Graduate
12;4;1;60;18;18;1,41111E+15;13;13;1,42308E+15;Graduate
12;11;1;47;11;11;1,47273E+16;9;9;1,57778E+15;Graduate
12;3;0;50;6;0;0.0;5;0;0.0;Dropout
12;17;1;45;5;0;0.0;5;0;0.0;Dropout
12;7;0;45;5;0;0.0;5;0;0.0;Dropout
12;6;1;33;5;4;45790;5;5;45819;Graduate
1;12;1;18;8;7;1,31057E+16;8;7;1,31057E+16;Graduate
12;6;1;43;5;5;45790;5;5;45761;Graduate
14;3;1;44;13;13;1,18462E+16;11;11;12.0;Graduate
12;8;1;29;5;0;0.0;5;0;0.0;Dropout
12;14;0;53;6;3;1,43333E+16;6;0;0.0;Dropout
13;17;1;37;5;5;45884;5;5;45825;Enrolled
14;14;1;18;6;5;45882;6;5;45759;Enrolled
14;1;1;35;10;6;1,26667E+16;9;3;12.0;Dropout
1;11;1;23;6;6;13.0;6;6;12.0;Enrolled
1;2;1;22;0;0;0.0;0;0;0.0;Graduate
12;3;0;33;6;1;11.0;6;0;0.0;Dropout
4;8;0;41;5;0;0.0;5;0;0.0;Dropout
4;12;1;51;7;7;45703;8;8;16575;Graduate
16;14;1;19;6;6;1,44286E+16;7;7;14375;Graduate
12;17;1;35;5;0;0.0;5;0;0.0;Dropout
1;2;1;20;0;0;0.0;0;0;0.0;Graduate
14;14;1;18;6;4;13.75;6;5;45699;Enrolled
1;15;0;18;6;5;1,21667E+16;6;3;12.0;Dropout
15;4;1;21;6;5;1,21429E+16;6;5;1,16667E+16;Graduate
1;11;1;21;6;6;12.0;6;5;45819;Graduate
12;9;1;34;5;3;1,16667E+16;5;4;27729;Graduate
12;8;1;34;6;0;0.0;6;0;0.0;Dropout
8;14;1;21;6;6;11875;6;5;12.0;Graduate
14;15;1;32;11;7;1,12857E+16;7;6;1,23333E+16;Enrolled
8;11;1;30;6;2;10.0;6;3;1,13333E+16;Dropout
1;2;1;19;12;11;12.0;11;10;1,11818E+16;Enrolled
16;15;1;20;7;6;1,38333E+16;6;5;13.0;Dropout
1;5;1;18;6;0;0.0;6;0;0.0;Dropout
1;11;1;19;6;6;1,44286E+16;6;6;45789;Graduate
8;12;1;18;7;5;45702;7;6;45759;Dropout
12;17;1;27;5;4;45788;5;3;1,03333E+16;Dropout
12;15;1;52;6;5;13.0;6;6;15.0;Graduate
14;4;0;29;6;0;0.0;6;0;0.0;Dropout
16;4;0;22;6;3;1,13333E+16;6;2;11.0;Dropout
14;6;1;28;18;18;45789;13;12;1,14286E+16;Graduate
12;14;1;30;5;0;0.0;5;0;0.0;Dropout
1;12;1;18;7;7;1,34714E+16;8;8;1,39444E+16;Graduate
1;14;1;21;5;4;27699;5;3;1,33333E+16;Graduate
1;5;1;20;6;6;1,33333E+16;6;6;1,46667E+16;Graduate
13;12;1;21;8;8;13105;8;8;13105;Graduate
12;17;0;32;5;0;0.0;5;0;0.0;Dropout
1;5;1;20;6;6;45792;6;6;1,21667E+16;Graduate
1;2;0;19;0;0;0.0;0;0;0.0;Dropout
6;14;0;18;6;4;45962;6;3;1,23333E+16;Dropout
14;17;0;23;15;12;11.0;14;11;1,13636E+16;Dropout
1;11;1;20;6;6;1,23333E+16;6;4;13.0;Graduate
14;9;1;46;9;8;11375;5;5;45880;Graduate
8;4;1;27;18;18;1,22222E+15;12;12;1,23846E+16;Graduate
3;2;1;20;0;0;0.0;0;0;0.0;Enrolled
14;3;1;41;9;9;12.0;7;6;12.0;Graduate
6;9;1;40;5;1;11.0;5;1;10.0;Enrolled
15;3;1;37;16;16;14125;11;10;13.0;Graduate
1;9;1;20;5;5;45698;5;5;45699;Enrolled
15;8;1;20;5;4;12.0;5;4;45759;Enrolled
4;17;1;26;9;9;1,23333E+16;7;7;1,25714E+16;Graduate
12;3;1;54;9;9;1,43333E+16;7;7;1,38571E+16;Graduate
8;14;1;21;6;6;1,51667E+16;6;6;14.0;Graduate
1;6;1;20;6;6;1,51429E+16;6;6;1,51429E+16;Graduate
8;15;1;18;6;0;0.0;6;0;0.0;Dropout
1;12;1;19;7;6;1,34114E+16;8;7;1,32944E+16;Enrolled
1;10;1;18;6;6;1,23333E+16;6;6;1,21667E+16;Graduate
1;6;1;19;6;4;45880;6;4;45700;Enrolled
15;6;1;22;6;6;12.0;6;3;12.0;Dropout
14;6;1;19;6;6;15.0;6;6;15625;Graduate
1;2;1;21;12;8;13875;11;9;45850;Dropout
8;16;1;20;7;6;1,18333E+16;7;6;1,43333E+16;Enrolled
8;15;1;18;6;6;45789;6;6;1,38333E+16;Graduate
8;15;1;18;6;6;15.0;6;6;45792;Graduate
8;14;1;20;6;2;1,16667E+16;6;4;45787;Dropout
1;12;1;18;7;7;14668;8;8;1463375;Graduate
1;12;1;18;8;6;13345;8;6;13345;Enrolled
1;15;1;20;6;5;45881;6;6;1,23333E+16;Graduate
1;10;1;19;6;6;1,08333E+16;6;6;1,21429E+16;Graduate
1;5;1;18;6;6;1,36667E+16;6;5;14.0;Graduate
1;12;1;18;8;7;1,45371E+16;8;7;1,45371E+16;Graduate
3;6;1;18;5;5;45761;5;5;14.0;Dropout
8;2;1;20;0;0;0.0;0;0;0.0;Graduate
8;15;1;19;6;6;1,31667E+16;6;6;1,38333E+16;Graduate
12;12;0;36;6;2;45788;7;0;0.0;Dropout
8;10;1;19;6;6;1,13333E+16;6;6;1,24286E+16;Graduate
8;10;1;18;6;6;12.0;6;5;45821;Graduate
1;15;1;18;6;6;1,31667E+16;6;6;1,21667E+16;Graduate
1;15;1;18;6;6;1,48333E+16;6;6;1,41667E+16;Graduate
15;5;1;19;7;7;13.0;9;9;1,32222E+15;Graduate
9;12;1;18;7;7;1,30871E+16;8;8;35034;Graduate
1;8;1;19;6;6;1,33333E+16;6;6;1,36667E+16;Graduate
1;16;1;18;6;6;1,21667E+16;6;4;27729;Enrolled
17;5;0;22;6;6;11.0;6;4;12.0;Enrolled
1;10;0;18;6;0;0.0;6;0;0.0;Dropout
8;9;1;19;5;5;45821;5;5;45700;Graduate
1;15;1;18;6;6;45792;6;6;14.0;Graduate
1;16;1;19;7;7;1,38571E+16;7;7;1,42857E+16;Graduate
8;9;1;20;5;2;45788;5;3;10.0;Enrolled
8;5;1;18;6;6;13.0;6;6;1,21667E+16;Graduate
1;8;0;23;6;6;14.0;6;4;13.0;Enrolled
1;15;1;20;4;0;0.0;6;0;0.0;Dropout
1;5;1;20;6;6;1,11667E+16;6;6;45788;Enrolled
1;10;0;22;6;0;0.0;6;0;0.0;Dropout
8;16;1;18;7;7;1,21429E+16;7;6;1,36667E+16;Graduate
8;12;1;18;7;7;1,41457E+16;8;8;1,36278E+16;Graduate
1;12;1;18;7;7;14.45;8;8;1,41444E+16;Graduate
1;16;1;18;7;7;1,57143E+16;7;7;15.0;Graduate
16;9;1;21;5;5;45881;5;3;1,26667E+16;Enrolled
8;5;1;20;6;6;45789;6;6;45788;Enrolled
7;5;1;18;6;6;45791;6;6;1,28333E+16;Graduate
8;12;0;20;7;7;1,34629E+16;8;7;1,31643E+16;Enrolled
1;3;1;25;6;6;1,28333E+16;6;6;1,28333E+16;Graduate
1;9;1;18;5;5;12.0;5;4;45819;Graduate
1;2;1;19;0;0;0.0;0;0;0.0;Graduate
1;6;1;20;7;6;1,47143E+16;7;6;45701;Enrolled
1;10;1;20;6;6;1,25714E+16;6;6;1,32857E+16;Graduate
9;15;1;21;6;6;45789;6;6;45788;Graduate
8;14;1;18;6;6;14.0;6;5;14.0;Graduate
8;16;1;18;7;7;1,15714E+16;7;6;1,31667E+16;Dropout
1;5;1;18;6;6;1,58333E+16;6;6;1,53333E+16;Graduate
1;12;1;18;8;8;14.25;8;8;14.25;Graduate
14;14;1;19;6;0;0.0;6;0;0.0;Dropout
8;11;1;20;6;6;1,16667E+16;6;6;11.0;Dropout
12;10;1;47;6;0;0.0;5;0;0.0;Dropout
14;8;1;21;5;5;45701;5;2;45789;Enrolled
12;8;1;31;6;2;12.0;6;1;10.0;Dropout
12;7;1;46;5;0;0.0;5;0;0.0;Dropout
1;7;1;18;5;4;12.0;5;2;11.0;Enrolled
8;7;1;19;5;3;1,33333E+16;5;4;27668;Dropout
16;13;1;23;7;5;1,24143E+16;7;2;45790;Enrolled
15;8;0;22;5;0;0.0;5;0;0.0;Dropout
1;9;1;19;5;5;45882;5;5;45759;Graduate
1;9;0;19;5;0;0.0;5;0;0.0;Dropout
8;9;0;22;5;4;45788;5;4;14.0;Enrolled
12;8;0;29;5;0;0.0;5;0;0.0;Dropout
1;12;1;18;7;6;1,40167E+16;7;6;1,40167E+16;Graduate
1;10;1;18;6;5;45758;6;5;45879;Graduate
1;2;0;23;0;0;0.0;0;0;0.0;Dropout
12;17;1;34;5;5;45757;5;5;12.0;Graduate
8;9;1;19;5;3;1,06667E+16;5;4;45931;Graduate
1;6;1;18;5;4;14.25;5;5;1,27143E+16;Enrolled
8;12;1;20;7;7;1,39143E+16;8;8;1410625;Graduate
1;12;1;19;7;7;1,37611E+16;8;7;1282375;Graduate
3;16;1;22;6;5;45820;6;4;45962;Enrolled
1;10;1;23;6;6;1,38571E+16;6;6;1,41667E+16;Graduate
12;12;1;34;8;7;1,38429E+16;8;7;1,38429E+16;Graduate
8;7;0;18;5;0;0.0;5;0;0.0;Enrolled
1;15;1;21;6;5;45880;6;0;0.0;Dropout
1;10;1;22;6;6;1,26667E+16;6;6;1,38333E+16;Dropout
12;4;1;28;6;0;0.0;6;0;0.0;Dropout
3;7;1;23;5;0;0.0;5;0;0.0;Dropout
1;15;1;20;6;4;27668;6;2;10.0;Dropout
9;7;1;18;5;5;45820;5;3;13.25;Dropout
12;9;0;28;5;0;0.0;5;0;0.0;Dropout
15;5;1;21;7;2;12.0;9;7;1,21429E+16;Dropout
12;14;0;25;6;3;14.0;6;2;45791;Dropout
15;6;0;19;6;6;14.0;6;6;45790;Dropout
1;12;1;18;7;7;1,46829E+16;8;8;1,50556E+16;Graduate
12;7;1;29;3;0;0.0;5;0;0.0;Dropout
12;7;1;29;5;0;0.0;5;0;0.0;Dropout
9;11;1;20;6;6;1,38571E+16;6;5;45881;Graduate
1;2;1;18;0;0;0.0;0;0;0.0;Graduate
1;11;1;20;6;6;1,31429E+16;6;6;45789;Graduate
12;7;1;33;5;1;18.0;5;2;13.0;Dropout
13;17;1;30;15;13;1,14615E+16;11;10;1,15833E+16;Graduate
1;13;1;21;7;5;45699;8;6;1,15833E+16;Enrolled
1;4;1;18;6;5;15.0;6;4;45791;Graduate
1;12;1;19;7;7;1,42444E+16;8;8;1,22333E+16;Graduate
8;5;1;21;6;4;45788;6;5;11.0;Dropout
